,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1514,Nede Mette,Nede Mette,Blak,2016-04-15,190373,0,0.487,0.777,0.655,0.0,0.1,-5.662,0.0418,98.027,4
1515,3 Strikes,3 Strikes,Terror Jr,2016-04-05,175900,0,0.623,0.778,0.404,0.019,0.105,-7.218,0.0459,80.502,4
1516,Forever In My Mind,Forever In My Mind,Mousie,2015-05-25,216607,0,0.47,0.487,0.574,0.0,0.111,-7.503,0.0749,122.889,5
1517,Castles,Castles,Appleby,2016-04-06,145994,0,0.0323,0.854,0.567,0.0,0.281,-8.046,0.174,93.992,4
1518,O Nosso Santo Bateu - Na Praia / Ao Vivo,Na Praia (Ao Vivo),Matheus & Kauan,2016-02-26,187133,0,0.227,0.482,0.735,0.0,0.72,-4.566,0.134,140.532,4
1519,Harry Potter Song,Harry Potter Song,Sleeperstar,2013-10-18,111177,0,0.637,0.332,0.58,0.0,0.252,-6.786,0.0355,88.872,4
1520,Baile de Favela - Hardwell Radio Edit,Baile de Favela (Hardwell Radio Edit),Mc João,2016-04-22,154153,31,0.00156,0.666,0.964,0.000562,0.358,-2.352,0.0365,130.041,4
1521,Gold,low kii savage,Kiiara,2016-03-22,225882,63,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5
1522,"i hate u, i love u (feat. olivia o'brien)",us,Garrett Nash,2016-03-25,251033,77,0.687,0.492,0.275,0.0,0.101,-13.4,0.3,92.6,4
1523,One Dance,One Dance,Drake,2016-04-05,173974,0,0.00802,0.771,0.629,0.00252,0.356,-5.79,0.0511,103.918,4
1524,Hair (feat. Sean Paul),Hair (feat. Sean Paul),Little Mix,2016-04-15,233826,0,0.00623,0.712,0.835,1.68e-06,0.843,-4.676,0.0487,153.956,4
1525,Amiga Parceira,Amiga Parceira - Single,Thiago Brava,2015-12-18,218500,41,0.155,0.75,0.935,0.0,0.328,-2.697,0.113,94.976,4
1526,Bad B*tch,Bad B*tch,French Montana,2014-12-15,244386,54,0.183,0.706,0.621,0.0,0.684,-7.793,0.134,99.961,4
1527,The Run and Go,Vessel,Twenty One Pilots,2013-01-08,229000,59,0.0437,0.798,0.318,0.0,0.158,-6.849,0.0431,92.49,4
1528,One Minute More,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,202921,52,0.00474,0.606,0.857,5.36e-06,0.0993,-4.48,0.0333,122.972,4
1529,The Fighter (feat. Ryan Tedder),The Papercut Chronicles II,Gym Class Heroes,2011-11-11,228533,58,0.0775,0.592,0.926,0.0,0.187,-3.469,0.126,99.018,4
1530,Pompeii,Bad Blood,Bastille,2013-01-01,214147,72,0.0755,0.679,0.715,0.0,0.271,-6.383,0.0407,127.435,4
1531,America's Sweetheart,Love Stuff,Elle King,2015-02-13,245546,61,0.0208,0.528,0.928,5.75e-06,0.376,-3.925,0.0666,128.01,4
1532,"Sugar, We're Goin Down",From Under The Cork Tree,Fall Out Boy,2005-05-03,229093,77,0.00579,0.494,0.842,0.0,0.122,-4.784,0.0843,162.011,4
1533,What You Know,Tourist History,Two Door Cinema Club,2010-02-07,191400,0,0.000728,0.556,0.763,6.79e-06,0.071,-3.952,0.0413,138.986,4
1534,Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,80,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,74.989,4
1535,Anna Sun,Walk The Moon,WALK THE MOON,2012-06-19,321280,63,0.00173,0.472,0.844,0.0,0.24,-6.578,0.054,140.034,4
1536,Safe And Sound,In A Tidal Wave Of Mystery (Deluxe Edition),Capital Cities,2013,192789,82,0.000176,0.655,0.819,0.00374,0.104,-4.852,0.0316,117.956,5
1537,Tear in My Heart,Blurryface,Twenty One Pilots,2015-05-15,188493,74,0.0189,0.655,0.632,0.0,0.0722,-4.802,0.0489,120.113,4
1538,Doubt,Blurryface,Twenty One Pilots,2015-05-15,191493,67,0.121,0.719,0.645,0.00316,0.362,-6.141,0.0358,123.02,4
1539,Demons,Night Visions (Deluxe),Imagine Dragons,2012-09-04,175200,0,0.202,0.327,0.71,9e-05,0.28,-2.928,0.0547,179.561,4
1540,Summer Paradise (feat. Sean Paul) - Single Version,Summer Paradise (feat. Sean Paul),Simple Plan,2012-02-21,234786,47,0.0132,0.421,0.822,0.0,0.092,-4.415,0.0542,171.935,4
1541,7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,78,0.287,0.765,0.473,0.0,0.391,-5.829,0.0514,119.992,4
1542,Adventure of a Lifetime,A Head Full of Dreams,Coldplay,2015-12-04,263786,76,0.00205,0.638,0.924,0.000175,0.149,-3.887,0.036,111.995,4
1543,Alone Together,Save Rock And Roll,Fall Out Boy,2013-01-01,203413,58,0.0013,0.552,0.915,3.74e-05,0.206,-3.713,0.0559,90.013,4
1544,Where Did The Party Go,Save Rock And Roll,Fall Out Boy,2013-01-01,243040,55,0.00368,0.631,0.891,0.00124,0.157,-4.202,0.0998,119.96,4
1545,The Mighty Fall,Save Rock And Roll,Fall Out Boy,2013-01-01,212466,50,0.0612,0.511,0.95,0.0,0.203,-3.833,0.184,151.943,4
1546,Miss Missing You,Save Rock And Roll,Fall Out Boy,2013-01-01,211026,50,4.46e-05,0.556,0.851,1.97e-05,0.211,-2.981,0.0443,114.948,4
1547,Death Valley,Save Rock And Roll,Fall Out Boy,2013-01-01,226720,50,0.000217,0.571,0.926,0.00376,0.0522,-3.576,0.0479,133.903,4
1548,Young Volcanoes,Save Rock And Roll,Fall Out Boy,2013-01-01,204506,56,0.00123,0.599,0.853,0.000504,0.37,-3.878,0.0365,94.997,4
1549,Save Rock And Roll,Save Rock And Roll,Fall Out Boy,2013-01-01,281080,52,0.0756,0.557,0.777,4.29e-05,0.1,-6.286,0.0635,144.968,4
1550,This Is War,This Is War,Thirty Seconds To Mars,2009-01-01,326983,65,0.0663,0.402,0.723,2e-06,0.233,-5.26,0.0579,160.047,4
1551,Just One Yesterday,Save Rock And Roll,Fall Out Boy,2013-01-01,244720,60,0.0423,0.508,0.907,6.83e-05,0.221,-3.443,0.0565,104.997,4
1552,The Phoenix,Save Rock And Roll,Fall Out Boy,2013-01-01,244960,68,0.000539,0.562,0.964,1.57e-06,0.579,-2.991,0.072,138.063,4
1553,Hide Away,Daya,Daya,2015-11-27,192381,0,0.222,0.884,0.826,2.29e-06,0.0719,-3.672,0.0854,94.997,4
1554,Work from Home,Work from Home,Fifth Harmony,2016-02-27,216575,0,0.102,0.803,0.631,7.39e-06,0.0858,-4.213,0.0444,104.999,4
1555,Middle,Middle,DJ Snake,2015-10-16,220573,0,0.0161,0.604,0.745,0.0,0.0542,-4.103,0.0385,104.941,4
1556,Cheap Thrills,This Is Acting,Sia,2016-01-29,211666,76,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,89.976,4
1557,Hey,Hey,FÄIS,2016-02-26,215625,0,0.182,0.731,0.563,0.000119,0.117,-6.623,0.0373,127.993,4
1558,Wild Things,Know-It-All (Deluxe),Alessia Cara,2016-03-11,188493,57,0.02,0.741,0.626,0.0,0.0828,-4.826,0.0886,108.029,4
1559,LIKE I WOULD,LIKE I WOULD,ZAYN,2016-03-10,192133,41,0.0247,0.565,0.832,0.0,0.26,-5.732,0.114,112.827,4
1560,Dangerous Woman,Dangerous Woman,Ariana Grande,2016-03-11,235946,0,0.0537,0.662,0.618,0.0,0.355,-5.26,0.0455,134.022,3
1561,Two Feet Off The Ground,Two Feet Off The Ground,Sara Hartman,2016-03-11,228066,0,0.67,0.783,0.72,9.86e-06,0.271,-6.899,0.045,115.051,4
1562,NO,NO,Meghan Trainor,2016-03-04,213523,14,0.0116,0.742,0.809,2.77e-06,0.726,-3.591,0.176,93.95,4
1563,YOUTH,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-04,185194,0,0.0521,0.624,0.757,0.0,0.0766,-4.461,0.0422,91.513,4
1564,Find You,"Alex Goot & Friends, Vol. 4",Alex Goot,2015-12-13,173176,31,0.051,0.531,0.49,0.0,0.102,-5.962,0.0287,128.092,4
1565,Whatcha Say,"Alex Goot & Friends, Vol. 4",Alex Goot,2015-12-13,194981,24,0.73,0.505,0.314,0.0,0.168,-11.402,0.0306,141.693,3
1566,Stitches,"Alex Goot & Friends, Vol. 4",Alex Goot,2015-12-13,209000,21,0.363,0.628,0.803,0.0,0.264,-5.702,0.0476,75.019,4
1567,Fast Car (feat. Kina Grannis),"Cover Collaborations, Vol. 1",Boyce Avenue,2010-12-06,304293,0,0.807,0.487,0.25,0.0,0.0797,-9.846,0.0289,102.614,4
1568,Even If It Breaks Your Heart,"The Covers, Vol. 1",Noah Guthrie,2016,198997,0,0.697,0.695,0.214,0.0,0.208,-14.923,0.0354,113.649,4
1569,Need You Now,Need You Now (Remix),Lady A,2010-01-01,236786,0,0.0348,0.588,0.724,9.52e-05,0.239,-4.379,0.0315,107.986,4
1570,Girl Crush - Acoustic Cover,Girl Crush (Acoustic Cover),Megan Davies,2015-10-09,241519,24,0.879,0.655,0.276,0.0,0.144,-8.533,0.0331,105.466,4
1571,Really Don't Care,Demi,Demi Lovato,2013-01-01,201600,0,0.111,0.703,0.733,0.0,0.119,-3.598,0.0852,121.008,4
1572,Wake Me Up - Radio Edit,True,Avicii,2013-01-01,247426,0,0.0038,0.532,0.783,0.0012,0.161,-5.697,0.0523,124.08,4
1573,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),Wiz Khalifa,2014-07-22,186373,35,0.126,0.783,0.662,0.0,0.101,-6.124,0.0415,96.987,4
1574,She Knows,Non-Fiction (Deluxe),Ne-Yo,2015-02-16,214725,58,0.0262,0.705,0.572,0.0,0.585,-5.799,0.0326,139.977,4
1575,"i hate u, i love u (feat. olivia o'brien)","i hate u, i love u (feat. olivia o'brien)",Garrett Nash,2016-02-17,226558,0,0.727,0.5,0.268,0.0,0.104,-13.59,0.235,92.056,4
1576,Old Guitar,Old Guitar,BUNT.,2016-01-27,208548,45,0.0739,0.486,0.854,1.07e-05,0.358,-4.859,0.0569,123.942,4
1577,Firestone vs. Thinking Out Loud - JCMBL Mashup,The Remixes Vol. 1,JCMBL,2015-09-07,271052,0,0.431,0.518,0.477,2.89e-05,0.0986,-12.764,0.077,113.217,4
1578,Min Pik Den Er Flot,Min Pik Den Er Flot,ADHD,2016-02-12,189374,0,0.0378,0.799,0.826,5.42e-06,0.265,-7.499,0.242,128.066,4
1579,2 Heads,2 Heads,Coleman Hell,2015-04-07,213706,52,0.0621,0.733,0.565,0.000324,0.104,-8.515,0.0367,120.006,4
1580,Try Me (feat. Jennifer Lopez and Matoma),Everything Is 4,Jason Derulo,2015-05-29,200240,57,0.0157,0.579,0.68,0.0,0.0699,-5.634,0.076,100.033,4
1581,My Nigga - Remix,My Krazy Life (Deluxe),YG,2014-01-01,236773,0,0.0897,0.819,0.533,0.0,0.216,-7.167,0.279,85.525,4
1582,Yesterday (feat. Bebe Rexha),Listen,David Guetta,2014-11-21,243280,40,0.0242,0.57,0.782,6.66e-05,0.329,-4.379,0.0331,127.94,4
1583,Sweet Escape,Forever,Alesso,2015-05-22,232532,0,0.0736,0.566,0.851,1.07e-06,0.198,-3.799,0.0389,126.046,4
1584,Let Her Go,All the Little Lights,Passenger,2012-06-29,252733,0,0.365,0.479,0.545,0.0,0.0963,-7.346,0.0688,74.897,4
1585,PILLOWTALK,PILLOWTALK,ZAYN,2016-08-22,203686,59,0.104,0.588,0.702,0.0,0.089,-4.271,0.0496,124.909,4
1586,Make My Love Go (feat. Sean Paul),Make My Love Go (feat. Sean Paul),Jay Sean,2016-02-05,211780,52,0.0434,0.822,0.733,0.0,0.238,-4.304,0.0495,107.02,4
1587,Once in a While,Once in a While,Timeflies,2016-02-02,215147,0,0.00687,0.785,0.682,0.0,0.634,-5.94,0.137,105.16,4
1588,Money On My Mind,Nirvana,Sam Smith,2013-01-01,194079,33,0.202,0.685,0.818,0.000258,0.183,-6.239,0.162,133.852,4
1589,Maps,Maps,Maroon 5,2014-06-16,189840,0,0.0223,0.743,0.717,0.0,0.0678,-5.521,0.0299,120.025,4
1590,Emergency,Emergency,Icona Pop,2015-05-26,169617,27,0.0558,0.834,0.969,0.000723,0.0635,-3.383,0.063,125.985,4
1591,Don't Stop,Don't Stop,Dave Winnel,2016-02-01,179250,22,0.0223,0.685,0.97,0.0301,0.0901,-3.849,0.084,125.989,4
1592,Essa mina é louca (Participação especial de Jhama),Bang,Anitta,2015-10-13,160893,53,0.386,0.645,0.806,0.0,0.118,-4.543,0.0844,189.887,4
1593,Raise Hell (feat. ChuchPeople),Raise Hell (feat. ChuchPeople),Sir the Baptist,2015-06-24,224555,0,0.0389,0.732,0.802,0.0,0.562,-5.927,0.0753,134.944,4
1594,Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,79,0.157,0.532,0.869,0.00508,0.136,-5.094,0.172,159.803,4
1595,Bonbon,Bonbon,Era Istrefi,2015-12-30,167000,0,0.145,0.779,0.682,2.09e-05,0.139,-5.338,0.0938,126.649,5
1596,Ophelia,Ophelia,The Lumineers,2016-02-05,160097,0,0.63,0.664,0.576,0.000198,0.0902,-6.429,0.0286,76.026,4
1597,Elas Gostam Assim,"Foco, Força E Fé",Projota,2014-01-01,172053,0,0.0298,0.796,0.759,0.0,0.682,-6.415,0.269,100.013,4
1598,Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II,Gym Class Heroes,2011-11-11,210960,82,0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,4
1599,Me And My Broken Heart,Me And My Broken Heart,Rixton,2014-01-01,193826,0,0.00636,0.545,0.775,0.0,0.192,-4.325,0.0349,174.086,4
1600,Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,0,0.0752,0.725,0.534,0.0,0.0919,-6.238,0.0946,91.974,4
1601,I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,2015-07-24,199226,0,0.037,0.673,0.79,9.95e-06,0.0875,-4.663,0.0893,102.013,4
1602,Novocaine - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,211426,0,0.0113,0.673,0.853,0.00278,0.202,-5.988,0.0459,135.97,4
1603,Irresistible - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,252000,0,0.00223,0.636,0.84,0.0,0.669,-5.218,0.0964,82.525,4
1604,American Beauty/American Psycho - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,218946,0,0.00588,0.598,0.829,0.000401,0.308,-7.23,0.132,150.963,4
1605,Centuries - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,202946,0,0.0758,0.603,0.839,0.0,0.342,-3.617,0.102,176.11,4
1606,The Kids Aren't Alright - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,293266,0,0.00753,0.725,0.798,0.000166,0.15,-5.84,0.0313,115.993,4
1607,Uma Thurman - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,191093,0,0.00133,0.642,0.864,8.1e-05,0.203,-5.614,0.0868,146.943,4
1608,Fourth Of July - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,222226,0,0.00232,0.483,0.852,4.15e-05,0.285,-5.671,0.0498,159.986,4
1609,Favorite Record - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,202320,0,0.002,0.751,0.832,0.595,0.703,-6.593,0.0535,126.939,4
1610,Immortals - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,245520,0,0.0567,0.66,0.777,0.0,0.119,-5.131,0.0506,108.136,4
1611,Twin Skeleton's (Hotel In NYC) - Remix,Make America Psycho Again,Fall Out Boy,2015-10-30,232000,0,0.00194,0.594,0.879,0.000672,0.324,-5.123,0.0651,160.01,4
1612,Fourth Of July,American Beauty/American Psycho,Fall Out Boy,2015-01-16,224360,0,0.142,0.486,0.973,0.00561,0.428,-3.373,0.111,160.012,4
1613,Pedra Murano,Norte,NX Zero,2015-08-07,231679,37,0.0243,0.674,0.821,0.000117,0.149,-5.928,0.0333,96.005,4
1614,Please Don't Go,Please Don't Go,Joel Adams,2015-11-06,210580,71,0.0118,0.513,0.768,1.94e-05,0.294,-4.868,0.0587,84.264,4
1615,Heading Home,Heading Home,Gryffin,2016-01-22,271146,0,0.0139,0.577,0.92,0.000519,0.185,-4.032,0.0599,118.007,4
1616,Fast Car,Fast Car,Jonas Blue,2015-12-04,212424,1,0.453,0.459,0.587,0.0,0.307,-6.983,0.0785,113.901,4
1617,Spirits,Spirits,The Strumbellas,2015-01-22,203653,0,0.159,0.553,0.724,0.0,0.108,-3.695,0.0268,80.517,4
1618,Gold,Gold,Kiiara,2015-10-26,225882,55,0.615,0.6,0.412,0.0025,0.134,-9.343,0.344,113.049,5
1619,Stay (feat. Maty Noyes),Stay (feat. Maty Noyes),Kygo,2015-12-04,239465,61,0.0444,0.648,0.736,0.000137,0.171,-7.948,0.0385,103.027,4
1620,"Me, Myself & I",When It's Dark Out,G-Eazy,2015-12-04,251466,77,0.0184,0.756,0.674,0.0,0.158,-6.518,0.0959,111.995,4
1621,On My Mind,Delirium (Deluxe),Ellie Goulding,2015-11-06,213445,64,0.258,0.702,0.705,5.93e-06,0.0879,-6.666,0.0543,154.911,4
1622,Love Me Like That,Love Me Like That,Masketta Fall,2016-01-15,188453,0,0.0208,0.714,0.865,0.0,0.387,-3.585,0.0628,95.03,4
1623,The Sound,The Sound,The 1975,2016-01-12,248879,36,0.085,0.648,0.936,6.93e-06,0.482,-4.745,0.0762,120.708,4
1624,Have It All,Have It All,Jay Cosmic,2016-01-08,211889,0,0.146,0.572,0.959,5.91e-06,0.0725,-1.547,0.0631,127.975,4
1625,Roses,Roses,The Chainsmokers,2015-06-16,226738,74,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,4
1626,Where I Wanna Be,Where I Wanna Be,A R I Z O N A,2016-01-15,185512,35,0.108,0.68,0.81,0.0,0.0592,-4.98,0.0979,116.974,4
1627,Adore,Adore,Jasmine Thompson,2015-09-18,187466,33,0.089,0.764,0.712,1.11e-06,0.182,-5.053,0.0334,120.036,4
1628,In Control (Will Sparks Remix) (feat. Muki),In Control (feat. Muki),Yvng Jalapeño,2015-11-27,277500,17,0.0275,0.776,0.936,0.169,0.0574,-2.891,0.0699,128.002,4
1629,Really Don't Care,I Really Don't Care,I Don't Fly,2014-11-03,202809,30,0.0225,0.781,0.647,2.78e-06,0.0726,-3.258,0.0479,120.988,4
1630,You're Never Fully Dressed Without a Smile (2014 Film Version),You're Never Fully Dressed Without a Smile (2014 Film Version),Sia,2014-10-22,190373,51,0.00333,0.499,0.963,0.0,0.111,-4.796,0.241,100.509,4
1631,Gonna Love Ya,Stories,Avicii,2015-10-02,215813,0,0.146,0.715,0.681,0.0802,0.139,-6.702,0.05,99.988,4
1632,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,225053,77,0.4,0.63,0.53,0.0,0.177,-7.259,0.0434,108.038,3
1633,New Americana,BADLANDS (Deluxe),Halsey,2015-08-28,183808,0,0.0119,0.444,0.711,0.0,0.34,-5.106,0.0327,86.976,4
1634,I Know What You Did Last Summer,Handwritten (Revisited),Shawn Mendes,2015-11-20,223826,0,0.123,0.657,0.769,0.0,0.245,-4.591,0.115,113.966,4
1635,Novocaine,American Beauty/American Psycho,Fall Out Boy,2015-01-16,226866,0,0.00653,0.528,0.973,0.00118,0.356,-2.764,0.102,135.965,4
1636,FOOLS,Blue Neighbourhood (Deluxe),Troye Sivan,2015-12-04,220402,0,0.209,0.299,0.69,0.0,0.156,-5.546,0.0698,88.664,4
1637,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",Fifty Shades Of Grey (Original Motion Picture Soundtrack),Various Artists,2015-02-10,250973,1,0.397,0.667,0.342,0.0,0.0945,-5.93,0.0325,119.882,3
1638,SummerThing!,SummerThing!,Afrojack,2015-06-21,235344,51,0.0541,0.707,0.782,0.0,0.297,-5.463,0.0613,130.036,4
1639,Samsara,Dance Hits 2015,Various Artists,2015-03-16,209720,0,0.00596,0.49,0.646,0.0282,0.528,-6.782,0.0331,108.761,3
1640,Here,Four Pink Walls,Alessia Cara,2015-08-26,199453,0,0.0751,0.374,0.82,0.0,0.0823,-4.055,0.102,122.841,4
1641,For A Better Day,Stories,Avicii,2015-10-02,206066,63,0.0386,0.639,0.843,0.0829,0.108,-3.393,0.0334,135.002,4
1642,Stay With Me,In The Lonely Hour (Deluxe Edition),Sam Smith,2014-01-01,172723,0,0.566,0.5,0.418,0.000193,0.11,-6.535,0.0377,84.899,4
1643,Policeman - Radio Edit,Policeman,Eva Simons,2015-08-28,194400,0,0.0515,0.643,0.955,1.13e-06,0.328,-1.586,0.134,104.709,4
1644,Get Low,Ultra Mix 7,Various Artists,2015-07-24,214933,0,0.0302,0.674,0.936,0.661,0.556,-4.477,0.0832,101.035,4
1645,The Cave,Sigh No More,Mumford & Sons,2009,215626,0,0.0467,0.593,0.507,0.000101,0.0964,-9.463,0.0386,141.978,4
1646,Like Real People Do,Take Me To Church,Hozier,2013-09-16,197786,0,0.885,0.568,0.163,6.43e-05,0.106,-13.368,0.0276,140.008,3
1647,Cake By The Ocean,SWAAY,DNCE,2015-10-23,218440,0,0.156,0.774,0.765,0.0,0.0523,-5.503,0.0517,119.018,4
1648,Faded,Faded,Alan Walker,2015-12-04,212626,0,0.0291,0.589,0.651,3.2e-06,0.111,-5.097,0.0306,90.011,4
1649,My House,My House,Flo Rida,2015-04-07,192190,76,0.0215,0.688,0.702,0.0,0.128,-4.792,0.0499,94.006,4
1650,Picky,Picky,Joey Montana,2015-06-23,180639,0,0.151,0.806,0.753,0.0,0.283,-4.702,0.0681,93.267,4
1651,Human,Beneath The Skin (Deluxe),Of Monsters and Men,2015-06-05,237813,0,0.00101,0.528,0.746,0.493,0.146,-5.546,0.0314,125.995,4
1652,Hunger,Beneath The Skin (Deluxe),Of Monsters and Men,2015-06-05,289426,0,0.00143,0.583,0.715,0.0776,0.0888,-6.851,0.0539,125.391,4
1653,Empire,Beneath The Skin,Of Monsters and Men,2015-06-05,260413,0,0.000532,0.53,0.698,0.000614,0.0948,-6.276,0.0329,118.804,4
1654,Dirty Paws,My Head Is An Animal,Of Monsters and Men,2012-01-01,278373,68,0.107,0.359,0.649,0.0124,0.0555,-7.06,0.0349,111.709,4
1655,Human,Beneath The Skin,Of Monsters and Men,2015-06-05,237813,0,0.000831,0.526,0.752,0.473,0.146,-5.452,0.0317,125.996,4
1656,Love Love Love,My Head Is An Animal,Of Monsters and Men,2012-01-01,238786,55,0.806,0.324,0.367,8.98e-05,0.0836,-9.814,0.0377,110.947,5
1657,Little Talks,My Head Is An Animal,Of Monsters and Men,2012-01-01,266600,79,0.0206,0.457,0.757,0.0,0.146,-5.177,0.032,102.961,4
1658,Cake By The Ocean,SWAAY,DNCE,2015-10-23,218440,0,0.147,0.771,0.76,0.0,0.053,-5.459,0.0514,119.0,4
1659,Menina Louca - Ao Vivo,Tempo Certo (Ao Vivo em Campo Grande),Henrique & Diego,2015-02-03,198440,22,0.118,0.691,0.927,0.0,0.719,-5.135,0.143,143.06,4
1660,Malícia Pura - Ao Vivo,Tempo Certo (Ao Vivo em Campo Grande),Henrique & Diego,2015-02-03,175493,25,0.189,0.714,0.936,0.0,0.869,-5.582,0.0799,98.052,4
1661,Ressaca de Amor Passa - Ao Vivo,"Henrique & Diego ""Ao Vivo em Campo Grande""",Henrique & Diego,2013-04-01,197586,28,0.12,0.665,0.956,0.0,0.491,-2.74,0.0735,136.036,4
1662,Emburradinha (feat. Bruninho & Davi) - Ao Vivo,Tempo Certo (Ao Vivo em Campo Grande),Henrique & Diego,2015-02-03,196613,31,0.391,0.383,0.937,0.0,0.858,-4.776,0.159,171.265,4
1663,Real Love,Real Love,Clean Bandit,2014-10-06,219691,53,0.0834,0.63,0.848,4.34e-06,0.205,-4.592,0.0428,124.987,4
1664,One Last Night On Earth - Speaker Of The House Remix,One Last Night On Earth (Remixes),Dada Life,2015-07-31,219523,44,0.00144,0.625,0.829,0.0345,0.259,-8.353,0.0361,125.992,4
1665,Born To Rage - USA Version,Born To Rage,Dada Life,2013-01-01,209883,0,0.000704,0.586,0.867,0.396,0.16,-5.118,0.0829,127.983,4
1666,One Last Night On Earth,One Last Night On Earth,Dada Life,2015-05-26,230476,38,0.00187,0.578,0.896,0.00156,0.0449,-3.523,0.0618,125.97,4
1667,Kick Out The Epic Motherf**ker,The Rules Of Dada,Dada Life,2012-01-01,202506,49,0.00144,0.392,0.879,0.0018,0.322,-5.797,0.0593,127.943,4
1668,The Veldt - 8 Minute Edit,5 years of mau5,deadmau5,2014-11-24,521916,33,0.159,0.742,0.625,0.443,0.0686,-9.177,0.0322,128.025,4
1669,Save The World,Save The World,Swedish House Mafia,2011-05-13,213337,65,0.0144,0.507,0.665,0.0,0.0759,-7.598,0.0474,126.879,4
1670,Don't You Worry Child - Radio Edit,Don't You Worry Child,Swedish House Mafia,2012-09-14,212862,76,0.112,0.612,0.84,0.0,0.116,-3.145,0.0509,129.042,4
1671,The Spark,The Spark,Afrojack,2013-10-17,243753,0,0.134,0.629,0.929,0.0,0.134,-3.745,0.0464,126.003,4
1672,Aphrodite,Aphrodite,Satellite Mode,2015-12-21,214945,0,0.026,0.502,0.51,1.43e-06,0.108,-7.288,0.0323,105.178,4
1673,King,Communion (Deluxe),Years & Years,2015-07-10,215360,0,0.074,0.56,0.845,0.0,0.382,-4.12,0.0375,119.996,4
1674,Headlights (feat. Ilsey),Sugar,Robin Schulz,2015-09-25,209208,61,0.0245,0.597,0.685,0.000335,0.182,-6.371,0.0367,122.002,4
1675,Hello,Hello,Adele,2015-10-23,295502,1,0.329,0.471,0.431,0.0,0.0854,-6.129,0.0342,157.98,4
1676,Hotline Bling,Hotline Bling,Drake,2015-07-31,267023,0,0.00257,0.896,0.623,0.000258,0.039,-8.008,0.0571,134.962,4
1677,Centuries,American Beauty/American Psycho,Fall Out Boy,2015-01-16,228360,0,0.0038,0.383,0.861,0.0,0.11,-2.816,0.0777,176.084,4
1678,Talking Body,Queen Of The Clouds,Tove Lo,2014-09-24,238426,67,0.0966,0.736,0.761,0.0,0.0823,-5.449,0.0338,119.999,4
1679,A Sky Full of Stars,A Sky Full of Stars,Coldplay,2014-05-02,267866,59,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,124.97,4
1680,Pompeii,Pompeii,Bastille,2013-01-01,214147,54,0.0749,0.681,0.709,0.0,0.266,-6.488,0.041,127.44,4
1681,Lovers on the Sun (feat. Sam Martin),Lovers on the Sun EP,David Guetta,2014-06-30,203520,51,0.0932,0.645,0.891,3.88e-06,0.379,-2.505,0.0387,124.915,4
1682,Stole the Show,Ultra Chile 2015,Various Artists,2015-09-29,222801,20,0.155,0.679,0.662,0.0,0.152,-6.069,0.174,99.879,4
1683,Habits (Stay High),Truth Serum,Tove Lo,2014-01-01,209226,24,0.0602,0.735,0.639,7.2e-05,0.0813,-3.465,0.0309,110.015,4
1684,Elastic Heart,1000 Forms Of Fear,Sia,2014-07-04,257200,70,0.0117,0.421,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4
1685,Convocação,Arena Pop 2015,Various Artists,2015-01-12,207426,0,0.0817,0.78,0.821,0.0,0.0649,-3.387,0.122,129.951,4
1686,Agora É Pra Valer,Agora É Pra Valer - Single,João Lucas & Marcelo,2014-11-17,219398,19,0.375,0.583,0.894,0.0,0.375,-3.52,0.036,164.968,4
1687,Where Are U Now (Remix),Where Are U Now (Remix),MajorMotion,2015-11-26,206262,0,0.00341,0.555,0.817,0.000182,0.161,-4.656,0.0482,141.987,4
